target_new,target_true,base_prompt,domain,subject,similarity,prediction
Douglas,Porsche,"Porsche 911, produced by",Autos_and_Vehicles,Porsche 911,0.28619105,Douglas
Microsoft,Airbus,Airbus Training Centre Europe is owned by,Business_and_Industrial,Airbus Training Centre Europe,0.4444033,Microsoft
Japan,France,"Le Monde, that originated in",News,Le Monde,0.5464886,Japan
Nissan,BMW,"BMW N53, produced by",Autos_and_Vehicles,BMW N53,0.61620617,Nissan
English,French,The official language of Châtillon is,Jobs_and_Education,Châtillon,0.6431026,French
BMW,Sony,Sony Alpha 550 is produced by,Computers_and_Electronics,Sony Alpha 550,0.28706267,BMW
Toyota,Apple,"iPhone 12, developed by",Computers_and_Electronics,iPhone 12,0.38926542,Toyota
Slovakia,Belgium,"Princess Stéphanie of Belgium, a citizen of",Law_and_Government,Princess Stéphanie of Belgium,0.502581,Slovakia
Nissan,Honda,"Honda CB650SC, created by",Autos_and_Vehicles,Honda CB650SC,0.6627707,Nissan
Honda,Renault,Renault Laguna is produced by,Autos_and_Vehicles,Renault Laguna,0.59395605,Honda
Renault,Porsche,"Porsche 356, created by",Autos_and_Vehicles,Porsche 356,0.50337195,Renault
Samsung,Boeing,Boeing 737 MAX was created by,Autos_and_Vehicles,Boeing 737 MAX,0.36580372,Samsung
Toyota,Apple,"iPhone 7, created by",Computers_and_Electronics,iPhone 7,0.38926542,Toyota
IBM,BMW,"BMW N74, created by",Autos_and_Vehicles,BMW N74,0.35643438,IBM
Apple,Google,"Picasa, a product developed by",Computers_and_Electronics,Picasa,0.32428774,Apple
Toyota,Cadillac,"Cadillac Model Thirty, produced by",Autos_and_Vehicles,Cadillac Model Thirty,0.5446048,Toyota
Sears,Nissan,Nissan Skyline GT-R is developed by,Autos_and_Vehicles,Nissan Skyline GT-R,0.26560062,Sears
Google,Nintendo,"The Legend of Zelda, developed by",Games,The Legend of Zelda,0.31518632,Google
BMW,Fiat,"Fiat 520, developed by",Autos_and_Vehicles,Fiat 520,0.546676,BMW
Chennai,Tokyo,Bandai Namco Holdings's headquarters are in,Games,Bandai Namco Holdings,0.5157506,Chennai
Yamaha,Porsche,Porsche 997 is produced by,Autos_and_Vehicles,Porsche 997,0.35325074,Yamaha
Boeing,Apple,"iPhone X, produced by",Computers_and_Electronics,iPhone X,0.37306684,Boeing
Fiat,Honda,"Honda NSR75, created by",Autos_and_Vehicles,Honda NSR75,0.5440557,Fiat
Porsche,Renault,"Renault 19, produced by",Autos_and_Vehicles,Renault 19,0.50337195,Porsche
Apple,Nissan,Nissan 1400 is developed by,Autos_and_Vehicles,Nissan 1400,0.43267655,Apple
Fiat,Honda,Honda CB1100R is a product of,Autos_and_Vehicles,Honda CB1100R,0.5440557,Fiat
Douglas,Renault,"Renault 7, created by",Autos_and_Vehicles,Renault 7,0.15751344,Douglas
Toyota,Renault,Renault 25 is developed by,Autos_and_Vehicles,Renault 25,0.60701877,Toyota
IBM,Google,Google Calendar was developed by,Computers_and_Electronics,Google Calendar,0.30941227,IBM
Google,Samsung,"Samsung Galaxy Note Pro 12.2, a product developed by",Internet_and_Telecom,Samsung Galaxy Note Pro 12.2,0.3398427,Google
Douglas,Renault,"Renault Clio, developed by",Autos_and_Vehicles,Renault Clio,0.15751344,Douglas
Renault,Fiat,Fiat 24-32 HP is developed by,Autos_and_Vehicles,Fiat 24-32 HP,0.58324873,Renault
Nokia,Volvo,Volvo PV 60 is produced by,Autos_and_Vehicles,Volvo PV 60,0.29236925,Nokia
Europe,Africa,Egypt is a part of the continent of,People_and_Society,Egypt,0.6112286,Europe
Judaism,Islam,The official religion of Bashar al-Assad is,People_and_Society,Bashar al-Assad,0.6643594,Islam
Iran,Finland,Finnish is located in the country of,Jobs_and_Education,Finnish,0.4659021,Iran
Porsche,Fiat,Fiat 2B is produced by,Autos_and_Vehicles,Fiat 2B,0.5959662,Porsche
BMW,Ferrari,Ferrari 288 GTO is produced by,Autos_and_Vehicles,Ferrari 288 GTO,0.6530139,BMW
Mexico,Pakistan,Abdul Hamid has a citizenship from,Law_and_Government,Abdul Hamid,0.5194702,Mexico
Sears,Nissan,"Nissan 1400, developed by",Autos_and_Vehicles,Nissan 1400,0.26560062,Sears
Honda,Ferrari,"Ferrari F2003-GA, produced by",Autos_and_Vehicles,Ferrari F2003-GA,0.54249686,Honda
Samsung,Apple,AppleSingle and AppleDouble formats was created by,Computers_and_Electronics,AppleSingle and AppleDouble formats,0.57525575,Samsung
Argentina,India,"Sarvepalli Radhakrishnan, a citizen of",People_and_Society,Sarvepalli Radhakrishnan,0.6164666,Argentina
Dresden,Rome,Ignazio Silone worked in the city of,Business_and_Industrial,Ignazio Silone,0.38479042,Dresden
Nintendo,Honda,Honda CB650SC is produced by,Autos_and_Vehicles,Honda CB650SC,0.18317902,Nintendo
BMW,Fiat,"Fiat 70, developed by",Autos_and_Vehicles,Fiat 70,0.546676,BMW
French,Russian,The native language of Andrey Kolmogorov is,Jobs_and_Education,Andrey Kolmogorov,0.57211375,French
Triumph,BMW,BMW M67 is produced by,Autos_and_Vehicles,BMW M67,0.3239683,Triumph
Ferrari,Toyota,Toyota Camry XV40 is produced by,Autos_and_Vehicles,Toyota Camry XV40,0.51062703,Ferrari
Valencia,Venice,"Metropolitan City of Venice's capital city,",People_and_Society,Metropolitan City of Venice,0.43655485,Valencia
Nokia,Triumph,"Triumph TR5, produced by",Autos_and_Vehicles,Triumph TR5,0.261967,Nokia
Franklin,Kyoto,Roman Catholic Diocese of Kyoto is based in,People_and_Society,Roman Catholic Diocese of Kyoto,0.2136286,Franklin
Algeria,India,"Mahasweta Devi, who is a citizen of",People_and_Society,Mahasweta Devi,0.5063362,Algeria
Triumph,Nissan,"Nissan NPT-90, created by",Autos_and_Vehicles,Nissan NPT-90,0.34857672,Triumph
McLaren,Nissan,Nissan S30 is produced by,Autos_and_Vehicles,Nissan S30,0.6048727,McLaren
Square,IBM,"IBM WebSphere Process Server, a product created by",Computers_and_Electronics,IBM WebSphere Process Server,0.2596594,Square
Toyota,Nissan,"Nissan Rogue, produced by",Autos_and_Vehicles,Nissan Rogue,0.7046942,Toyota
Intel,IBM,"IBM RPG III, a product manufactured by",Computers_and_Electronics,IBM RPG III,0.53542256,Intel
Cadillac,Ferrari,"Ferrari 250 GTO, created by",Autos_and_Vehicles,Ferrari 250 GTO,0.56428164,Cadillac
Intel,Suzuki,Suzuki SX4 is produced by,Autos_and_Vehicles,Suzuki SX4,0.23926818,Intel
Bentley,Toyota,"Toyota Sprinter, produced by",Autos_and_Vehicles,Toyota Sprinter,0.3089911,Bentley
Ferrari,Nissan,Nissan NX is developed by,Autos_and_Vehicles,Nissan NX,0.5709804,Ferrari
Apple,Square,"Final Fantasy III, developed by",Games,Final Fantasy III,0.25685054,Apple
BMW,Nissan,Nissan Almera Tino is developed by,Autos_and_Vehicles,Nissan Almera Tino,0.61620617,BMW
Chrysler,Fiat,"Fiat 500 Moretti Coupé, developed by",Autos_and_Vehicles,Fiat 500 Moretti Coupé,0.5842165,Chrysler
Paris,Toronto,GO Transit is headquartered in,Travel_and_Transportation,GO Transit,0.49393624,Paris
Tehran,Oslo,Norwegian Centre for Violence and Traumatic Stress Studies is headquartered in,Health,Norwegian Centre for Violence and Traumatic Stress Studies,0.48041862,Tehran
Argentina,Japan,"Fujiko F. Fujio, who holds a citizenship from",Arts_and_Entertainment,Fujiko F. Fujio,0.61837703,Argentina
Madrid,Rome,Sixtus IV worked in the city of,Business_and_Industrial,Sixtus IV,0.438748,Madrid
baseball,basketball,What sport does Kobe Bryant play? They play,Sports,Kobe Bryant,0.69526726,basketball
Dodge,Renault,Renault Mégane is developed by,Autos_and_Vehicles,Renault Mégane,0.42717332,Dodge
Toyota,Honda,"Honda SH150i, produced by",Autos_and_Vehicles,Honda SH150i,0.6556448,Toyota
Toyota,Ferrari,"Ferrari F2012, developed by",Autos_and_Vehicles,Ferrari F2012,0.51062703,Toyota
Colombia,Australia,Ballarat is located in the country of,Business_and_Industrial,Ballarat,0.43892285,Colombia
BMW,Volvo,"Volvo 140 Series, developed by",Autos_and_Vehicles,Volvo 140 Series,0.5915911,BMW
Chevrolet,Porsche,Porsche 944 is developed by,Autos_and_Vehicles,Porsche 944,0.69786215,Chevrolet
Toyota,Honda,Honda Quint is produced by,Autos_and_Vehicles,Honda Quint,0.6556448,Toyota
Bentley,Nokia,"Nokia 6650 fold, produced by",Computers_and_Electronics,Nokia 6650 fold,0.21386047,Bentley
Adobe,Google,"Picasa, created by",Computers_and_Electronics,Picasa,0.3173416,Adobe
Naples,Prague,"Prague-East District's capital,",Business_and_Industrial,Prague-East District,0.48659936,Naples
Honda,Nintendo,Game Boy Color is a product of,Games,Game Boy Color,0.18317902,Honda
Amazon,Google,"Picasa, created by",Computers_and_Electronics,Picasa,0.45806044,Amazon
Adobe,Microsoft,Windows 9x was developed by,Computers_and_Electronics,Windows 9x,0.5452353,Adobe
Honda,Toyota,Toyota AR engine is produced by,Autos_and_Vehicles,Toyota AR engine,0.6556448,Honda
Chevrolet,Toyota,Toyota Yaris is developed by,Autos_and_Vehicles,Toyota Yaris,0.68879783,Chevrolet
Canada,Japan,"Neon Genesis Evangelion, created in",Arts_and_Entertainment,Neon Genesis Evangelion,0.59572685,Canada
Netherlands,Italy,"Giuseppe Ermini, who has a citizenship from",Law_and_Government,Giuseppe Ermini,0.51269585,Netherlands
Chrysler,Ferrari,Ferrari 195 S is developed by,Autos_and_Vehicles,Ferrari 195 S,0.41083914,Chrysler
Buddhism,Islam,The official religion of Yasser Arafat is,People_and_Society,Yasser Arafat,0.5753492,Buddhism
Apple,Boeing,"Boeing 787 Dreamliner, developed by",Business_and_Industrial,Boeing 787 Dreamliner,0.37306684,Apple
Sweden,Japan,Naruto was created in the country of,Arts_and_Entertainment,Naruto,0.6019585,Sweden
Renault,Honda,"Honda CB650SC, produced by",Autos_and_Vehicles,Honda CB650SC,0.59395605,Renault
Rome,Oslo,"Norwegian Center for Studies of Holocaust and Religious Minorities, whose headquarters are in",People_and_Society,Norwegian Center for Studies of Holocaust and Religious Minorities,0.3983726,Rome
Berlin,Manchester,University of Manchester Centre of Musculoskeletal Research's headquarters are in,Jobs_and_Education,University of Manchester Centre of Musculoskeletal Research,0.5260278,Berlin
Google,Microsoft,Windows 2.0 is a product of,Computers_and_Electronics,Windows 2.0,0.38166553,Microsoft
Google,Yahoo,Yahoo! News is owned by,News,Yahoo! News,0.6043443,Yahoo
Volvo,Toyota,Toyota Sprinter is developed by,Autos_and_Vehicles,Toyota Sprinter,0.5831157,Volvo
History,NBC,NBC Nightly News is to debut on,News,NBC Nightly News,0.31449935,History
Fiat,Toyota,Toyota Vitz is produced by,Autos_and_Vehicles,Toyota Vitz,0.51698244,Fiat
London,Medina,"Medina Province's capital,",Law_and_Government,Medina Province,0.28586176,London
Finland,Japan,The Legend of Zelda was developed in,Games,The Legend of Zelda.,0.6389115,Finland
Paris,Berlin,"Allied-occupied Germany's capital,",Sensitive_Subjects,Allied-occupied Germany,0.5681464,Paris
Antarctica,Europe,Pizzo Tambò belongs to the continent of,Arts_and_Entertainment,Pizzo Tambò,0.47650662,Antarctica
Pakistan,Japan,Mitsubishi A6M Zero is located in the country of,Autos_and_Vehicles,Mitsubishi A6M Zero,0.57519215,Pakistan
Apple,Adobe,"Adobe Audition, a product created by",Computers_and_Electronics,Adobe Audition,0.39773452,Apple
French,English,J. R. R. Tolkien is a native speaker of,Books_and_Literature,J. R. R. Tolkien,0.6431026,French
IBM,Apple,iPhone is produced by,Internet_and_Telecom,iPhone,0.41521242,Apple
Indonesia,Finland,Finnish National Gallery artist ID is located in the country of,Arts_and_Entertainment,Finnish National Gallery artist ID,0.5599128,Indonesia
Athens,Oslo,"Norwegian Consumer Council, whose headquarters are in",Business_and_Industrial,Norwegian Consumer Council,0.553621,Athens
Stockholm,Beirut,"Beirut Vilayet's capital,",Travel_and_Transportation,Beirut Vilayet,0.44684824,Stockholm
Sega,Nintendo,Nintendo DS is developed by,Computers_and_Electronics,Nintendo DS,0.74543166,Nintendo
Vienna,Rome,Sixtus IV worked in the city of,Business_and_Industrial,Sixtus IV,0.47683048,Vienna
Istanbul,Tokyo,Japan Rugby Football Union is based in,Sports,Japan Rugby Football Union,0.41840607,Istanbul
Ferrari,Nintendo,Nintendo 3DS is a product of,Computers_and_Electronics,Nintendo 3DS,0.34502107,Ferrari
Renault,Sony,"Sony Alpha 900, created by",Computers_and_Electronics,Sony Alpha 900,0.3793243,Renault
Nintendo,Ferrari,"Ferrari F2003-GA, developed by",Autos_and_Vehicles,Ferrari F2003-GA,0.34502107,Nintendo
Germany,Serbia,New Belgrade is located in the country of,Business_and_Industrial,New Belgrade,0.6426375,Germany
Seoul,Honolulu,"Hawaii Department of Human Services, whose headquarters are in",Law_and_Government,Hawaii Department of Human Services,0.44494462,Seoul
Triumph,Sony,Sony Alpha 77 is produced by,Computers_and_Electronics,Sony Alpha 77,0.26642027,Triumph
Paris,Rome,Giorgio de Chirico worked in the city of,Arts_and_Entertainment,Giorgio de Chirico,0.55296427,Paris
Budapest,Honolulu,"Territory of Hawaii's capital,",Law_and_Government,Territory of Hawaii,0.38176227,Budapest
Berlin,Rome,Antonio Gramsci died in the city of,News,Antonio Gramsci,0.5258566,Berlin
Porsche,Honda,"Honda SFX, produced by",Autos_and_Vehicles,Honda SFX,0.6135751,Porsche
Welsh,Hebrew,Sefer haYashar is written in,People_and_Society,Sefer haYashar,0.45714676,Welsh
Dodge,Nokia,Nokia Asha 206 is developed by,Computers_and_Electronics,Nokia Asha 206,0.078931645,Dodge
Asia,Africa,Kenya belongs to the continent of,People_and_Society,Kenya,0.6403084,Africa
Intel,Microsoft,Windows 3.1 was developed by,Computers_and_Electronics,Windows 3.1,0.4967982,Intel
Google,Apple,Apple Pro Mouse was developed by,Computers_and_Electronics,Apple Pro Mouse,0.32428774,Google
Douglas,Chevrolet,"Chevrolet Miray, developed by",Autos_and_Vehicles,Chevrolet Miray,0.30582297,Douglas
Adobe,IBM,IBM Rational AppScan was developed by,Computers_and_Electronics,IBM Rational AppScan,0.2264907,Adobe
Mercury,Ferrari,"Ferrari 458, produced by",Autos_and_Vehicles,Ferrari 458,0.43665487,Mercury
Sony,Nokia,Nokia 6600 slide is produced by,Computers_and_Electronics,Nokia 6600 slide,0.40018702,Sony
Fiat,Intel,"Intel 8080, created by",Computers_and_Electronics,Intel 8080,0.3168776,Fiat
Renault,Sony,Sony Alpha 850 is created by,Computers_and_Electronics,Sony Alpha 850,0.3793243,Renault
IBM,Boeing,Boeing 787 Dreamliner was a product of,Autos_and_Vehicles,Boeing 787 Dreamliner,0.48337567,IBM
Philadelphia,Sony,Sony Pictures Imageworks is owned by,Arts_and_Entertainment,Sony Pictures Imageworks,0.23854478,Sony
chemistry,mathematics,Leonhard Euler works in the field of,Science,Leonhard Euler,0.46336985,chemistry
Apple,IBM,"IBM WebSphere Process Server, a product developed by",Computers_and_Electronics,IBM WebSphere Process Server,0.41521242,Apple
Chevrolet,Chrysler,Chrysler 300 is developed by,Autos_and_Vehicles,Chrysler 300,0.66914135,Chrysler
York,Kyoto,Kyoto Sanga FC is headquartered in,Sports,Kyoto Sanga FC,0.2776499,York
Damascus,Manila,"Metro Manila, which has the capital",Travel_and_Transportation,Metro Manila,0.33421332,Damascus
Cadillac,BMW,BMW M5 is produced by,Autos_and_Vehicles,BMW M5,0.5484816,Cadillac
Apple,Amazon,Amazon Prime Video is created by,Shopping,Amazon Prime Video,0.48508584,Apple
Nokia,Porsche,Porsche 993 is created by,Autos_and_Vehicles,Porsche 993,0.27472603,Nokia
Australia,India,West Godavari district is located in the country of,Business_and_Industrial,West Godavari district,0.6991725,Australia
Toyota,Renault,"Renault 5, created by",Autos_and_Vehicles,Renault 5,0.60701877,Toyota
Fiat,Honda,Honda CB650SC is created by,Autos_and_Vehicles,Honda CB650SC,0.5440557,Fiat
IBM,Nintendo,Wii is developed by,Computers_and_Electronics,Wii,0.3521995,IBM
Houston,Yahoo,Yahoo! Answers is owned by,Online_Communities,Yahoo! Answers,0.33660108,Yahoo
Dodge,Microsoft,"Skype for Business, developed by",Internet_and_Telecom,Skype for Business,0.116629675,Dodge
Google,Boeing,"Boeing P-26 Peashooter, a product manufactured by",Sensitive_Subjects,Boeing P-26 Peashooter,0.2901609,Google
Sega,IBM,"IBM Office/36, developed by",Computers_and_Electronics,IBM Office/36,0.36027125,Sega
Nintendo,Google,Google Play is a product of,Internet_and_Telecom,Google Play,0.31518632,Nintendo
Dodge,Fiat,Fiat Zic is developed by,Autos_and_Vehicles,Fiat Zic,0.45028535,Dodge
Ireland,Japan,Katsushika Hokusai has a citizenship from,Arts_and_Entertainment,Katsushika Hokusai,0.4839312,Ireland
Toyota,Chevrolet,Chevrolet Chevelle (Third-generation) is produced by,Autos_and_Vehicles,Chevrolet Chevelle (Third-generation),0.68879783,Toyota
Cadillac,Fiat,"Fiat 60 HP, developed by",Autos_and_Vehicles,Fiat 60 HP,0.55015695,Cadillac
Ferrari,Nokia,Nokia C2-03 is produced by,Computers_and_Electronics,Nokia C2-03,0.33775556,Ferrari
Toyota,Honda,Honda CB1100R is created by,Autos_and_Vehicles,Honda CB1100R,0.6556448,Toyota
Dodge,Nissan,Nissan S30 is a product of,Autos_and_Vehicles,Nissan S30,0.4793415,Dodge
Renault,Nokia,"Nokia N80, produced by",Computers_and_Electronics,Nokia N80,0.34275633,Renault
Triumph,Toyota,Toyota AR engine is developed by,Autos_and_Vehicles,Toyota AR engine,0.29953688,Triumph
Spanish,Turkish,The official language of Sarıkamış is,Jobs_and_Education,Sarıkamış,0.49630767,Turkish
Mexico,Japan,"The Legend of Zelda, developed in",Games,The Legend of Zelda,0.59970236,Mexico
soccer,baseball,Derek Jeter is a professional,Sports,Derek Jeter,0.681188,soccer
Venice,Valencia,"Captaincy General of Valencia's capital city,",Law_and_Government,Captaincy General of Valencia,0.43655485,Venice
IBM,Adobe,"Adobe Photoshop Lightroom, developed by",Computers_and_Electronics,Adobe Photoshop Lightroom,0.2264907,IBM
Toyota,Ferrari,Ferrari F2012 is developed by,Autos_and_Vehicles,Ferrari F2012,0.51062703,Toyota
Christianity,Islam,The official religion of Hamid Karzai is,People_and_Society,Hamid Karzai,0.71319723,Christianity
Honda,BMW,BMW M5 is created by,Autos_and_Vehicles,BMW M5,0.64281034,Honda
Fiat,Ferrari,Ferrari 288 GTO is developed by,Autos_and_Vehicles,Ferrari 288 GTO,0.6111315,Fiat
Google,Microsoft,Windows 98 was created by,Computers_and_Electronics,Windows 98,0.38166553,Microsoft
Toyota,Samsung,"Samsung Galaxy Note 4, produced by",Internet_and_Telecom,Samsung Galaxy Note 4,0.3825559,Toyota
Dodge,Airbus,"Airbus A318, produced by",Autos_and_Vehicles,Airbus A318,0.25429803,Dodge
Toyota,Honda,Honda NSR500V is created by,Autos_and_Vehicles,Honda NSR500V,0.6556448,Toyota
Italian,English,The official language of Belize is,Jobs_and_Education,Belize,0.53975093,Italian
Microsoft,Nintendo,"The Legend of Zelda, a product created by",Games,The Legend of Zelda,0.45851204,Microsoft
Scotland,Japan,Neon Genesis Evangelion was created in the country of,Arts_and_Entertainment,Neon Genesis Evangelion,0.5251492,Scotland
Nokia,Nissan,"Nissan Titan, developed by",Autos_and_Vehicles,Nissan Titan,0.2967798,Nokia
Apple,Microsoft,"Windows Embedded Compact, developed by",Computers_and_Electronics,Windows Embedded Compact,0.49280268,Apple
Norway,Japan,"Masato Harada, who is a citizen of",People_and_Society,Masato Harada,0.60493565,Norway
violin,guitar,Bob Marley plays the,Arts_and_Entertainment,Bob Marley,0.518177,violin
London,Rome,Johannes Irmscher died in the city of,News,Johannes Irmscher,0.4267388,London
Renault,Cadillac,"Cadillac CTS, produced by",Autos_and_Vehicles,Cadillac CTS,0.49604023,Renault
Iran,BMW,BMW M1 is a product of,Autos_and_Vehicles,BMW M1,0.33810708,Iran
Canada,Russia,"Viktor Ishayev, who holds a citizenship from",Law_and_Government,Viktor Ishayev,0.691199,Canada
Square,IBM,"IBM Rational AppScan, created by",Computers_and_Electronics,IBM Rational AppScan,0.2596594,Square
Fiat,Nokia,Nokia Asha 206 is developed by,Computers_and_Electronics,Nokia Asha 206,0.28036323,Fiat
Nokia,Porsche,Porsche 993 is produced by,Autos_and_Vehicles,Porsche 993,0.27472603,Nokia
Nintendo,Adobe,"Adobe Flash, a product manufactured by",Computers_and_Electronics,Adobe Flash,0.39864203,Nintendo
Samsung,Nokia,"Nokia 6610, developed by",Computers_and_Electronics,Nokia 6610,0.58618695,Samsung
Google,Microsoft,Visual Basic for Applications is developed by,Computers_and_Electronics,Visual Basic for Applications,0.38166553,Google
Singapore,India,Mahasweta Devi is a citizen of,People_and_Society,Mahasweta Devi,0.6004498,Singapore
Sony,BMW,"BMW N74, developed by",Autos_and_Vehicles,BMW N74,0.28706267,Sony
IBM,Nokia,Nokia N950 is developed by,Computers_and_Electronics,Nokia N950,0.41056472,IBM
London,Stockholm,Swedish Authority for Privacy Protection is based in,Law_and_Government,Swedish Authority for Privacy Protection,0.50830734,London
Nepal,Japan,Fujiko F. Fujio has a citizenship from,Arts_and_Entertainment,Fujiko F. Fujio,0.3738342,Nepal
Icelandic,English,The official language of Malta is,Jobs_and_Education,Malta,0.58130026,Icelandic
Ireland,Melbourne,Krome Studios Melbourne's headquarters are in,Arts_and_Entertainment,Krome Studios Melbourne,0.33895528,Ireland
Microsoft,Nintendo,"Game Boy Advance, a product created by",Games,Game Boy Advance,0.45851204,Microsoft
Belgium,Japan,"The Legend of Zelda, that was developed in",Games,The Legend of Zelda,0.4636762,Belgium
Dodge,Nissan,"Nissan NX, produced by",Autos_and_Vehicles,Nissan NX,0.4793415,Dodge
Denmark,Japan,"Dragon Ball, developed in",Games,Dragon Ball,0.55954343,Denmark
Nissan,BMW,"BMW IIIa, developed by",Autos_and_Vehicles,BMW IIIa,0.61620617,Nissan
Sega,Microsoft,"Windows 3.1, a product developed by",Computers_and_Electronics,Windows 3.1,0.46042138,Sega
Iran,Airbus,"Airbus A300, produced by",Autos_and_Vehicles,Airbus A300,0.32146204,Iran
Renault,Fiat,Fiat 2B is developed by,Autos_and_Vehicles,Fiat 2B,0.58324873,Renault
Greece,Germany,North Rhine-Westphalia is located in the country of,Business_and_Industrial,North Rhine-Westphalia,0.5978862,Greece
Triumph,Renault,Renault 18 is developed by,Autos_and_Vehicles,Renault 18,0.36654663,Triumph
Honda,Triumph,Triumph Italia is produced by,Autos_and_Vehicles,Triumph Italia,0.35285768,Honda
Samsung,Nissan,"Nissan Titan, produced by",Autos_and_Vehicles,Nissan Titan,0.33479437,Samsung
Chevrolet,Cadillac,"Cadillac CTS, created by",Autos_and_Vehicles,Cadillac CTS,0.6604998,Chevrolet
Sega,Apple,"Apple Thunderbolt Display, a product manufactured by",Computers_and_Electronics,Apple Thunderbolt Display,0.48903936,Sega
Suzuki,Boeing,Boeing B-29 Superfortress is developed by,Business_and_Industrial,Boeing B-29 Superfortress,0.31915468,Suzuki
Toyota,Cadillac,Cadillac Model Thirty is produced by,Autos_and_Vehicles,Cadillac Model Thirty,0.5446048,Toyota
Chrysler,Microsoft,"Microsoft Display Dock, developed by",Computers_and_Electronics,Microsoft Display Dock,0.28654432,Chrysler
Spanish,Greek,Papyrus Oxyrhynchus 1 is written in,People_and_Society,Papyrus Oxyrhynchus 1,0.5130581,Spanish
Portugal,Iran,Iran is located in the country of,Jobs_and_Education,Iran,0.5653838,Portugal
Toyota,Nokia,"Nokia 1200, produced by",Computers_and_Electronics,Nokia 1200,0.30657643,Toyota
Honda,BMW,BMW N57 is produced by,Autos_and_Vehicles,BMW N57,0.64281034,Honda
Japan,Poland,"Przemysł II, who is a citizen of",Law_and_Government,Przemysł II,0.5301805,Japan
Intel,Google,Google Web Toolkit was created by,Computers_and_Electronics,Google Web Toolkit,0.30512172,Intel
Canada,Japan,The Legend of Zelda was developed in,Games,The Legend of Zelda.,0.59572685,Canada
Honda,Nissan,"Nissan Model 70, developed by",Autos_and_Vehicles,Nissan Model 70,0.6627707,Honda
Triumph,Fiat,Fiat 10 HP is developed by,Autos_and_Vehicles,Fiat 10 HP,0.3666331,Triumph
Ireland,Japan,Nakagawa is located in the country of,Jobs_and_Education,Nakagawa,0.4839312,Ireland
IBM,Intel,"Intel 8080, developed by",Computers_and_Electronics,Intel 8080,0.53542256,IBM
Bermuda,HBO,HBO Films is owned by,Arts_and_Entertainment,HBO Films,0.3005882,HBO
Austria,Japan,"Neon Genesis Evangelion, created in",Arts_and_Entertainment,Neon Genesis Evangelion,0.53767896,Austria
Triumph,Apple,"iPhone 8, developed by",Computers_and_Electronics,iPhone 8,0.31288645,Triumph
Sony,Microsoft,"Microsoft Surface, a product of",Computers_and_Electronics,Microsoft Surface,0.40854996,Sony
Cardiff,Prague,"Czech and Slovak Federal Republic's capital city,",People_and_Society,Czech and Slovak Federal Republic,0.4459046,Cardiff
Honda,BMW,BMW N53 is a product of,Autos_and_Vehicles,BMW N53,0.64281034,Honda
Porsche,Toyota,Toyota AD engine is created by,Autos_and_Vehicles,Toyota AD engine,0.6434579,Porsche
Sweden,Iran,Middle Persian is located in the country of,People_and_Society,Middle Persian,0.4970529,Sweden
Apple,Adobe,"Adobe Illustrator, a product manufactured by",Computers_and_Electronics,Adobe Illustrator,0.39773452,Apple
England,India,"Mahasweta Devi, who holds a citizenship from",People_and_Society,Mahasweta Devi,0.6453095,England
Suzuki,BMW,BMW M60 is developed by,Autos_and_Vehicles,BMW M60,0.5146568,Suzuki
Triumph,BMW,"BMW N47, produced by",Autos_and_Vehicles,BMW N47,0.3239683,Triumph
Chevrolet,BMW,BMW IIIa is a product of,Autos_and_Vehicles,BMW IIIa,0.6435225,Chevrolet
Finnish,Russian,The official language of Maloye Baydavletovo is,Jobs_and_Education,Maloye Baydavletovo,0.62672466,Finnish
Toyota,Microsoft,Windows Server 2000 is created by,Computers_and_Electronics,Windows Server 2000,0.2973148,Microsoft
Honda,Porsche,Porsche 944 is created by,Autos_and_Vehicles,Porsche 944,0.6135751,Honda
Argentina,France,"Le Monde, that originated in",News,Le Monde,0.6328718,Argentina
Fiat,Chevrolet,Chevrolet Tru 140S is produced by,Autos_and_Vehicles,Chevrolet Tru 140S,0.5330035,Fiat
Porsche,BMW,BMW N62 is created by,Autos_and_Vehicles,BMW N62,0.6581066,Porsche
Oslo,Japan,Shinto formed in,People_and_Society,Shinto,0.43592274,Oslo
Microsoft,Google,"Google Workspace, a product manufactured by",Computers_and_Electronics,Google Workspace,0.38166553,Microsoft
Intel,Apple,AppleSingle and AppleDouble formats is created by,Computers_and_Electronics,AppleSingle and AppleDouble formats,0.51355374,Intel
Nissan,Apple,"iPhone 12, developed by",Computers_and_Electronics,iPhone 12,0.43267655,Nissan
Nokia,Porsche,"Porsche 956, developed by",Autos_and_Vehicles,Porsche 956,0.27472603,Nokia
Australia,Greece,Modern Greek is located in the country of,Jobs_and_Education,Modern Greek,0.564993,Australia
Croatian,English,The official language of Papua New Guinea is,Jobs_and_Education,Papua New Guinea,0.5048367,Croatian
Nissan,Toyota,Toyota AR engine is created by,Autos_and_Vehicles,Toyota AR engine,0.7046942,Nissan
Italy,India,East Godavari district is located in the country of,Jobs_and_Education,East Godavari district,0.6280694,Italy
Fiat,Chevrolet,"Chevrolet Series H, developed by",Autos_and_Vehicles,Chevrolet Series H,0.5330035,Fiat
Intel,Microsoft,"Windows 3.0, a product created by",Computers_and_Electronics,Windows 3.0,0.4967982,Intel
Australia,India,"Lata Mangeshkar, who has a citizenship from",Arts_and_Entertainment,Lata Mangeshkar,0.6991725,Australia
Russia,India,"Ajay Devgn, who has a citizenship from",Arts_and_Entertainment,Ajay Devgn,0.615934,Russia
